qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
"43,19,16,10,20,21,""137101"",\N,\N"
"44,19,19,8,19,22,""137481"",\N,\N"
"45,20,9,2,4,1,""132893"",""131745"",""133096"""
"46,20,13,6,2,2,""131937"",""131188"",""133123"""
"47,20,1,1,22,3,""132750"",""131922"",""133292"""
"48,20,8,6,1,4,""132652"",""131933"",""133418"""
"49,20,5,1,23,5,""133057"",""131718"",""133488"""
"50,20,2,2,3,6,""133137"",""131909"",""133737"""
"51,20,15,7,11,7,""132493"",""132159"",""133994"""
"52,20,3,3,7,8,""132903"",""132185"",""134015"""
"53,20,18,11,16,9,""132793"",""132362"",""135057"""
"54,20,4,4,5,10,""132947"",""132345"",""135115"""
"55,20,17,9,10,11,""133194"",""132371"",\N"
"56,20,22,11,17,12,""132944"",""132508"",\N"
"57,20,10,7,12,13,""132800"",""132528"",\N"
"58,20,12,4,6,14,""132975"",""132790"",\N"
"59,20,7,5,14,15,""133415"",""132915"",\N"
"60,20,6,3,8,16,""133386"",""132943"",\N"
"61,20,14,9,9,17,""133433"",\N,\N"
"62,20,21,10,21,18,""133501"",\N,\N"
"63,20,20,5,15,19,""133562"",\N,\N"
"64,20,16,10,20,20,""133845"",\N,\N"
"65,20,19,8,19,21,""134140"",\N,\N"
"66,20,11,8,18,22,""135725"",\N,\N"
"67,21,8,6,1,1,""120701"",""120784"",""121813"""
"68,21,4,4,5,2,""121347"",""120804"",""121904"""
"69,21,13,6,2,3,""121528"",""120584"",""122058"""
"70,21,9,2,4,4,""121423"",""120597"",""122065"""
"71,21,1,1,22,5,""121366"",""120825"",""122096"""
"72,21,5,1,23,6,""121430"",""120817"",""122231"""
"73,21,17,9,10,7,""121494"",""120984"",""122429"""
"74,21,15,7,11,8,""121158"",""120907"",""122529"""
"75,21,2,2,3,9,""121466"",""120815"",""122542"""
"76,21,12,4,6,10,""121409"",""120894"",""122699"""
"77,21,22,11,17,11,""121548"",""121049"",\N"
"78,21,6,3,8,12,""121690"",""121117"",\N"
"79,21,18,11,16,13,""121757"",""121211"",\N"
"80,21,10,7,12,14,""121427"",""121230"",\N"
"81,21,3,3,7,15,""121472"",""121349"",\N"
"82,21,7,5,14,16,""121540"",""121724"",\N"
"83,21,14,9,9,17,""121810"",\N,\N"
"84,21,20,5,15,18,""122108"",\N,\N"
"85,21,21,10,21,19,""122516"",\N,\N"
"86,21,16,10,20,20,""123224"",\N,\N"
"87,21,19,8,19,21,""123318"",\N,\N"
"88,21,11,8,18,22,""123496"",\N,\N"
"89,22,13,6,2,1,""125994"",""126192"",""127617"""
"90,22,5,1,23,2,""126736"",""126290"",""127808"""
"91,22,1,1,22,3,""126192"",""126477"",""127923"""
"92,22,8,6,1,4,""126457"",""126050"",""127936"""
"93,22,9,2,4,5,""126761"",""126129"",""128390"""
"94,22,17,9,10,6,""126773"",""126466"",""128417"""
"95,22,4,4,5,7,""126836"",""126522"",""128422"""
"96,22,15,7,11,8,""126695"",""126822"",""128836"""
"97,22,2,2,3,9,""127107"",""127607"",""128882"""
"98,22,14,9,9,10,""126939"",""126520"",""129959"""
"99,22,3,3,7,11,""127367"",""127012"",\N"
"100,22,22,11,17,12,""127355"",""127219"",\N"
"101,22,18,11,16,13,""127428"",""127298"",\N"
"102,22,20,5,15,14,""127442"",""127412"",\N"
"103,22,10,7,12,15,""126614"",""127806"",\N"
"104,22,6,3,8,16,""127547"",\N,\N"
"105,22,12,4,6,17,""127568"",\N,\N"
"106,22,7,5,14,18,""127621"",\N,\N"
"107,22,21,10,21,19,""127807"",\N,\N"
"108,22,16,10,20,20,""128325"",\N,\N"
"109,23,13,6,2,1,""115190"",""115110"",""115787"""
"110,23,8,6,1,2,""115717"",""115404"",""115815"""
"111,23,1,1,22,3,""115582"",""115322"",""115839"""
"112,23,5,1,23,4,""115295"",""115389"",""116165"""
"113,23,9,2,4,5,""115977"",""115483"",""116171"""
"114,23,3,3,7,6,""115935"",""115287"",""116548"""
"115,23,4,4,5,7,""116646"",""115827"",""116852"""
"116,23,15,7,11,8,""116306"",""115598"",""117203"""
"117,23,17,9,10,9,""116074"",""115745"",""117343"""
"118,23,14,9,9,10,""116086"",""115839"",\N"
"119,23,10,7,12,11,""116285"",""115907"",\N"
"120,23,18,11,16,12,""116259"",""116101"",\N"
"121,23,2,2,3,13,""116650"",""116455"",\N"
"122,23,6,3,8,14,""116756"",""116479"",\N"
"123,23,22,11,17,15,""116208"",""116537"",\N"
"124,23,7,5,14,16,""116806"",\N,\N"
"125,23,12,4,6,17,""116933"",\N,\N"
"126,23,20,5,15,18,""116955"",\N,\N"
"127,23,16,10,20,19,""117225"",\N,\N"
"128,23,21,10,21,20,""117823"",\N,\N"
"129,24,1,1,22,1,""116909"",""117034"",""117886"""
"130,24,9,2,4,2,""117471"",""117679"",""118498"""
"131,24,8,6,1,3,""117301"",""117364"",""118735"""
"132,24,4,4,5,4,""117415"",""117488"",""118746"""
"133,24,3,3,7,5,""117991"",""117891"",""118844"""
"134,24,13,6,2,6,""117231"",""117353"",""119048"""
"135,24,5,1,23,7,""117287"",""117684"",""119089"""
"136,24,2,2,3,8,""118082"",""117781"",""119633"""
"137,24,22,11,17,9,""118256"",""118020"",""120848"""
"138,24,17,9,10,10,""117582"",""117523"",\N"
"139,24,10,7,12,11,""118321"",""118031"",\N"
"140,24,6,3,8,12,""117638"",""118062"",\N"
"141,24,14,9,9,13,""118168"",""118238"",\N"
"142,24,15,7,11,14,""118039"",""118327"",\N"
"143,24,12,4,6,15,""118505"",""118393"",\N"
"144,24,7,5,14,16,""118916"",\N,\N"
"145,24,16,10,20,17,""119108"",\N,\N"
"146,24,21,10,21,18,""119165"",\N,\N"
"147,24,18,11,16,19,""123565"",\N,\N"
148,24,20,5,15,20,\N,\N,\N
"149,25,8,6,1,1,""115133"",""115161"",""116449"""
"150,25,13,6,2,2,""115024"",""115041"",""116490"""
"151,25,1,1,22,3,""115634"",""115293"",""116693"""
"152,25,4,4,5,4,""115754"",""115483"",""116840"""
"153,25,15,7,11,5,""115521"",""115362"",""116920"""
"154,25,5,1,23,6,""115965"",""115639"",""116944"""
"155,25,9,2,4,7,""115687"",""115723"",""117037"""
"156,25,17,9,10,8,""116020"",""115488"",""117233"""
"157,25,14,9,9,9,""115802"",""115654"",""117426"""
"158,25,10,7,12,10,""115727"",""115558"",""117596"""
"159,25,12,4,6,11,""115848"",""115770"",\N"
"160,25,2,2,3,12,""116006"",""115786"",\N"
"161,25,20,5,15,13,""115918"",""115816"",\N"
"162,25,7,5,14,14,""116072"",""116045"",\N"
"163,25,3,3,7,15,""116085"",""116235"",\N"
"164,25,6,3,8,16,""116243"",\N,\N"
"165,25,18,11,16,17,""116306"",\N,\N"
"166,25,22,11,17,18,""116330"",\N,\N"
"167,25,21,10,21,19,""116971"",\N,\N"
"168,25,16,10,20,20,""117053"",\N,\N"
"169,26,5,1,23,1,""119957"",""119597"",""121049"""
"170,26,17,9,10,2,""120982"",""119710"",""121554"""
"171,26,8,6,1,3,""120370"",""119971"",""121706"""
"172,26,1,1,22,4,""120288"",""119537"",""121835"""
"173,26,2,2,3,5,""121022"",""119802"",""121873"""
"174,26,4,4,5,6,""120998"",""119992"",""122029"""
"175,26,12,4,6,7,""120818"",""120115"",""122491"""
"176,26,20,5,15,8,""120318"",""120109"",""123251"""
"177,26,13,6,2,9,""120676"",""120086"",""123305"""
"178,26,9,2,4,10,""120444"",""119788"",\N"
"179,26,14,9,9,11,""121224"",""120174"",\N"
"180,26,10,7,12,12,""120893"",""120274"",\N"
"181,26,7,5,14,13,""120584"",""120531"",\N"
"182,26,15,7,11,14,""121145"",""120601"",\N"
"183,26,6,3,8,15,""121407"",""121112"",\N"
"184,26,22,11,17,16,""121512"",\N,\N"
"185,26,18,11,16,17,""121631"",\N,\N"
"186,26,3,3,7,18,""121668"",\N,\N"
"187,26,16,10,20,19,""121786"",\N,\N"
"188,26,21,10,21,20,""121885"",\N,\N"
"189,27,1,1,22,1,""115218"",""114603"",""115666"""
"190,27,13,6,2,2,""114921"",""114747"",""115859"""
"191,27,5,1,23,3,""115476"",""114855"",""116143"""
"192,27,15,7,11,4,""115560"",""115122"",""116191"""
"193,27,4,4,5,5,""115917"",""114943"",""116385"""
"194,27,8,6,1,6,""115201"",""114949"",""116389"""
"195,27,9,2,4,7,""115985"",""115109"",""116521"""
"196,27,17,9,10,8,""115900"",""115481"",""117014"""
"197,27,20,5,15,9,""115532"",""115420"",""117244"""
"198,27,14,9,9,10,""115975"",""115338"",""117503"""
"199,27,10,7,12,11,""115560"",""115508"",\N"
"200,27,2,2,3,12,""115596"",""115581"",\N"
"201,27,3,3,7,13,""115863"",""115633"",\N"
"202,27,18,11,16,14,""115993"",""115701"",\N"
"203,27,7,5,14,15,""115927"",""115858"",\N"
"204,27,6,3,8,16,""116083"",\N,\N"
"205,27,12,4,6,17,""116189"",\N,\N"
"206,27,22,11,17,18,""116246"",\N,\N"
"207,27,16,10,20,19,""116657"",\N,\N"
"208,27,21,10,21,20,""116963"",\N,\N"
"209,28,1,1,22,1,""119376"",""119473"",""120899"""
"210,28,5,1,23,2,""119945"",""119480"",""121140"""
"211,28,13,6,2,3,""119578"",""119068"",""121191"""
"212,28,9,2,4,4,""120053"",""119776"",""121281"""
"213,28,10,7,12,5,""119980"",""119246"",""121326"""
"214,28,8,6,1,6,""120006"",""119546"",""121516"""
"215,28,4,4,5,7,""120229"",""119816"",""121698"""
"216,28,17,9,10,8,""120073"",""120046"",""121732"""
"217,28,15,7,11,9,""119942"",""119486"",""121767"""
"218,28,12,4,6,10,""120583"",""120131"",""122371"""
"219,28,20,5,15,11,""120157"",""120144"",\N"
"220,28,18,11,16,12,""120888"",""120332"",\N"
"221,28,14,9,9,13,""120505"",""120502"",\N"
"222,28,7,5,14,14,""120640"",""120963"",\N"
"223,28,3,3,7,15,""120748"",\N,\N"
"224,28,2,2,3,16,""121045"",\N,\N"
"225,28,6,3,8,17,""121085"",\N,\N"
"226,28,22,11,17,18,""121332"",\N,\N"
"227,28,21,10,21,19,""121670"",\N,\N"
"228,28,16,10,20,20,""122113"",\N,\N"
"229,29,13,6,2,1,""138176"",""137859"",""138989"""
"230,29,1,1,22,2,""138464"",""137954"",""139199"""
"231,29,9,2,4,3,""138347"",""138050"",""139392"""
"232,29,8,6,1,4,""138703"",""138229"",""139488"""
"233,29,5,1,23,5,""138656"",""138120"",""139937"""
"234,29,20,5,15,6,""138141"",""137842"",""140142"""
"235,29,15,7,11,7,""137948"",""137928"",""140309"""
"236,29,2,2,3,8,""138738"",""137859"",""140631"""
"237,29,3,3,7,9,""138595"",""138336"",""140721"""
"238,29,7,5,14,10,""138622"",""138417"",""140750"""
"239,29,6,3,8,11,""138667"",""138428"",\N"
"240,29,4,4,5,12,""138268"",""138435"",\N"
"241,29,10,7,12,13,""138532"",""138499"",\N"
"242,29,17,9,10,14,""138559"",""138515"",\N"
"243,29,12,4,6,15,""138787"",""138744"",\N"
"244,29,18,11,16,16,""138880"",\N,\N"
"245,29,14,9,9,17,""139235"",\N,\N"
"246,29,21,10,21,18,""139268"",\N,\N"
"247,29,22,11,17,19,""139811"",\N,\N"
"248,29,16,10,20,20,""139943"",\N,\N"
"249,30,1,1,22,1,""146887"",""146088"",""147338"""
"250,30,13,6,2,2,""146873"",""146391"",""147678"""
"251,30,5,1,23,3,""146812"",""146037"",""147815"""
"252,30,8,6,1,4,""146960"",""146298"",""147992"""
"253,30,2,2,3,5,""147419"",""146311"",""148315"""
"254,30,4,4,5,6,""147154"",""146491"",""148504"""
"255,30,17,9,10,7,""147270"",""146814"",""148736"""
"256,30,9,2,4,8,""147093"",""146494"",""148763"""
"257,30,7,5,14,9,""146777"",""146544"",""148951"""
"258,30,20,5,15,10,""147152"",""146804"",""150319"""
"259,30,15,7,11,11,""147400"",""146949"",\N"
"260,30,12,4,6,12,""147052"",""146965"",\N"
"261,30,10,7,12,13,""147359"",""146995"",\N"
"262,30,14,9,9,14,""147132"",""147018"",\N"
"263,30,3,3,7,15,""147503"",""147429"",\N"
"264,30,22,11,17,16,""148153"",\N,\N"
"265,30,18,11,16,17,""148211"",\N,\N"
"266,30,16,10,20,18,""148226"",\N,\N"
"267,30,6,3,8,19,""148268"",\N,\N"
"268,30,21,10,21,20,""148447"",\N,\N"
"269,31,20,5,15,1,""135464"",""135837"",""137555"""
"270,31,5,1,23,2,""135214"",""135843"",""137631"""
"271,31,17,9,10,3,""136001"",""136306"",""138117"""
"272,31,7,5,14,4,""135543"",""136175"",""138445"""
"273,31,3,3,7,5,""135485"",""135898"",""138767"""
"274,31,13,6,2,6,""135536"",""136676"",""138894"""
"275,31,15,7,11,7,""135906"",""136008"",""139152"""
"276,31,4,4,5,8,""136297"",""136518"",""139751"""
"277,31,10,7,12,9,""135737"",""136525"",""139787"""
"278,31,2,2,3,10,""135709"",""136626"",""139906"""
"279,31,9,2,4,11,""135553"",""136697"",\N"
"280,31,21,10,21,12,""136280"",""136698"",\N"
"281,31,14,9,9,13,""136485"",""137284"",\N"
"282,31,8,6,1,14,""135965"",""137522"",\N"
"283,31,1,1,22,15,""135394"",""139265"",\N"
"284,31,22,11,17,16,""136510"",\N,\N"
"285,31,12,4,6,17,""136630"",\N,\N"
"286,31,6,3,8,18,""136653"",\N,\N"
"287,31,18,11,16,19,""137006"",\N,\N"
"288,31,16,10,20,20,""137417"",\N,\N"
"289,32,13,6,2,1,""144519"",""144014"",""144801"""
"290,32,1,1,22,2,""144501"",""144932"",""145465"""
"291,32,8,6,1,3,""144282"",""144232"",""145617"""
"292,32,9,2,4,4,""144740"",""144519"",""145779"""
"293,32,5,1,23,5,""144311"",""144207"",""145873"""
"294,32,2,2,3,6,""145548"",""144520"",""145964"""
"295,32,20,5,15,7,""145042"",""144261"",""146244"""
"296,32,10,7,12,8,""145184"",""144441"",""146328"""
"297,32,3,3,7,9,""145103"",""144429"",""146611"""
"298,32,6,3,8,10,""145127"",""144826"",""147547"""
"299,32,15,7,11,11,""145642"",""145038"",\N"
"300,32,18,11,16,12,""145660"",""145133"",\N"
"301,32,17,9,10,13,""145493"",""145212"",\N"
"302,32,14,9,9,14,""146028"",""145298"",\N"
"303,32,4,4,5,15,""144971"",\N,\N"
"304,32,12,4,6,16,""146037"",\N,\N"
"305,32,7,5,14,17,""146389"",\N,\N"
"306,32,22,11,17,18,""146583"",\N,\N"
"307,32,16,10,20,19,""147940"",\N,\N"
308,32,21,10,21,20,\N,\N,\N
"309,33,1,1,22,1,""118071"",""117462"",""118404"""
"310,33,8,6,1,2,""118160"",""117733"",""118644"""
"311,33,5,1,23,3,""118220"",""117360"",""118821"""
"312,33,4,4,5,4,""118290"",""117871"",""118852"""
"313,33,13,6,2,5,""118110"",""117287"",""118874"""
"314,33,9,2,4,6,""118684"",""117931"",""118979"""
"315,33,15,7,11,7,""118501"",""117541"",""119026"""
"316,33,10,7,12,8,""117945"",""117670"",""119118"""
"317,33,20,5,15,9,""118559"",""117714"",""119638"""
"318,33,7,5,14,10,""118593"",""118102"",""120167"""
"319,33,14,9,9,11,""118303"",""118187"",\N"
"320,33,12,4,6,12,""118300"",""118274"",\N"
"321,33,17,9,10,13,""118372"",""118354"",\N"
"322,33,6,3,8,14,""118640"",""118594"",\N"
"323,33,3,3,7,15,""118740"",""118672"",\N"
"324,33,2,2,3,16,""118835"",\N,\N"
"325,33,22,11,17,17,""118882"",\N,\N"
"326,33,18,11,16,18,""119100"",\N,\N"
"327,33,16,10,20,19,""119163"",\N,\N"
"328,33,21,10,21,20,""119910"",\N,\N"
"329,34,1,1,22,1,""135566"",""134947"",""136303"""
"330,34,8,6,1,2,""135983"",""135355"",""136645"""
"331,34,13,6,2,3,""135971"",""135135"",""136889"""
"332,34,4,4,5,4,""135769"",""135461"",""136927"""
"333,34,5,1,23,5,""135623"",""135216"",""136930"""
"334,34,17,9,10,6,""136238"",""135686"",""137083"""
"335,34,2,2,3,7,""136224"",""135403"",""137201"""
"336,34,20,5,15,8,""135752"",""135386"",""137685"""
"337,34,15,7,11,9,""136104"",""135715"",""137934"""
"338,34,7,5,14,10,""136239"",""135478"",""138885"""
"339,34,12,4,6,11,""136029"",""135722"",\N"
"340,34,9,2,4,12,""136503"",""135814"",\N"
"341,34,10,7,12,13,""136210"",""135937"",\N"
"342,34,22,11,17,14,""136640"",""136079"",\N"
"343,34,3,3,7,15,""136434"",""136210"",\N"
"344,34,14,9,9,16,""136731"",\N,\N"
"345,34,6,3,8,17,""136863"",\N,\N"
"346,34,18,11,16,18,""137053"",\N,\N"
"347,34,16,10,20,19,""137730"",\N,\N"
"348,34,21,10,21,20,""137739"",\N,\N"
"349,35,13,6,2,1,""111830"",""111875"",""112368"""
"350,35,15,7,11,2,""112226"",""112107"",""112737"""
"351,35,8,6,1,3,""112083"",""111950"",""112825"""
"352,35,1,1,22,4,""112213"",""111856"",""112830"""
"353,35,5,1,23,5,""112366"",""111768"",""112917"""
"354,35,4,4,5,6,""112214"",""112090"",""112967"""
"355,35,20,5,15,7,""112390"",""111845"",""113082"""
"356,35,2,2,3,8,""112371"",""112026"",""113297"""
"357,35,7,5,14,9,""112498"",""112075"",""114105"""
"358,35,10,7,12,10,""112223"",""111909"",""114230"""
"359,35,12,4,6,11,""112348"",""112137"",\N"
"360,35,17,9,10,12,""112409"",""112289"",\N"
"361,35,9,2,4,13,""112381"",""112300"",\N"
"362,35,14,9,9,14,""112690"",""112717"",\N"
"363,35,22,11,17,15,""112548"",""113139"",\N"
"364,35,6,3,8,16,""112800"",\N,\N"
"365,35,18,11,16,17,""112810"",\N,\N"
"366,35,3,3,7,18,""113002"",\N,\N"
"367,35,21,10,21,19,""113426"",\N,\N"
"368,35,16,10,20,20,""113508"",\N,\N"
"369,36,8,6,6,1,""126644"",""125644"",""126072"""
"370,36,4,1,1,2,""126697"",""125326"",""126493"""
"371,36,2,2,9,3,""126895"",""125358"",""126556"""
"372,36,1,1,2,4,""126674"",""125577"",""126755"""
"373,36,9,2,10,5,""126696"",""125882"",""127347"""
"374,36,21,4,3,6,""127270"",""125944"",""127634"""
"375,36,17,9,15,7,""126978"",""126623"",""127934"""
"376,36,15,7,12,8,""127014"",""126688"",""128404"""
"377,36,23,7,11,9,""127328"",""126739"",""128692"""
"378,36,11,8,22,10,""127365"",""126758"",""128871"""
"379,36,19,8,23,11,""126986"",""126909"",\N"
"380,36,3,3,16,12,""127596"",""126914"",\N"
"381,36,5,4,4,13,""127529"",""126964"",\N"
"382,36,18,11,7,14,""127540"",""127264"",\N"
"383,36,25,3,17,15,""127479"",""127393"",\N"
"384,36,13,6,5,16,""126712"",\N,\N"
"385,36,22,11,8,17,""127679"",\N,\N"
"386,36,26,5,19,18,""128305"",\N,\N"
"387,36,14,9,14,19,""128579"",\N,\N"
"388,36,24,5,18,20,""129267"",\N,\N"
"389,36,16,12,20,21,""129339"",\N,\N"
"390,36,27,12,21,22,""131932"",\N,\N"
"391,37,13,6,5,1,""135340"",""134454"",""135043"""
"392,37,4,1,1,2,""134942"",""134057"",""135310"""
"393,37,8,6,6,3,""135138"",""134687"",""135479"""
"394,37,1,1,2,4,""135028"",""134650"",""136045"""
"395,37,2,2,9,5,""135617"",""135203"",""136543"""
"396,37,3,3,16,6,""135755"",""135380"",""136829"""
"397,37,9,2,10,7,""135294"",""134739"",""136839"""
"398,37,15,7,12,8,""135666"",""135255"",""136902"""
"399,37,23,7,11,9,""135736"",""135595"",""137078"""
"400,37,17,9,15,10,""135727"",""135579"",""137345"""
"401,37,5,4,4,11,""136092"",""135630"",\N"
"402,37,21,4,3,12,""135879"",""135706"",\N"
"403,37,14,9,14,13,""135730"",""135766"",\N"
"404,37,11,8,22,14,""136430"",""135945"",\N"
"405,37,18,11,7,15,""135913"",""136088"",\N"
"406,37,24,5,18,16,""136140"",""136145"",\N"
"407,37,26,5,19,17,""136578"",\N,\N"
"408,37,19,8,23,18,""136816"",\N,\N"
"409,37,22,11,8,19,""136827"",\N,\N"
"410,37,25,3,17,20,""137326"",\N,\N"
"411,37,27,12,21,21,""138279"",\N,\N"
"412,37,16,12,20,22,""138415"",\N,\N"
"413,38,13,6,5,1,""132443"",""131359"",""132652"""
"414,38,1,1,2,2,""132580"",""131752"",""132935"""
"415,38,8,6,6,3,""133161"",""131812"",""133131"""
"416,38,4,1,1,4,""133049"",""132214"",""133192"""
"417,38,2,2,9,5,""133164"",""132154"",""133404"""
"418,38,9,2,10,6,""133348"",""132292"",""133710"""
"419,38,21,4,3,7,""133556"",""132889"",""134056"""
"420,38,17,9,15,8,""133496"",""132808"",""134106"""
"421,38,15,7,12,9,""133218"",""132429"",""134154"""
"422,38,3,3,16,10,""133349"",""132815"",""134399"""
"423,38,25,3,17,11,""133759"",""132915"",\N"
"424,38,5,4,4,12,""133467"",""132935"",\N"
"425,38,19,8,23,13,""133299"",""133082"",\N"
"426,38,23,7,11,14,""133923"",""133294"",\N"
"427,38,22,11,8,15,""133776"",""133624"",\N"
"428,38,18,11,7,16,""133967"",""133731"",\N"
"429,38,11,8,22,17,""133984"",\N,\N"
"430,38,24,5,18,18,""134024"",\N,\N"
"431,38,26,5,19,19,""134333"",\N,\N"
"432,38,16,12,20,20,""135280"",\N,\N"
"433,38,14,9,14,21,""135341"",\N,\N"
"434,38,27,12,12,22,""135533"",\N,\N"
"435,39,13,6,5,1,""121375"",""120597"",""121421"""
"436,39,4,1,1,2,""121609"",""120797"",""121451"""
"437,39,8,6,6,3,""121802"",""120741"",""121723"""
"438,39,1,1,2,4,""121120"",""120713"",""121785"""
"439,39,9,2,10,5,""121941"",""121381"",""122253"""
"440,39,15,7,12,6,""122501"",""121554"",""122324"""
"441,39,2,2,9,7,""121625"",""121113"",""122389"""
"442,39,5,4,4,8,""121790"",""121623"",""122568"""
"443,39,14,9,14,9,""122491"",""121488"",""122749"""
"444,39,21,4,3,10,""122064"",""121677"",""122881"""
"445,39,3,3,16,11,""121943"",""121968"",\N"
"446,39,22,11,8,12,""122502"",""122097"",\N"
"447,39,11,8,22,13,""122090"",""122115"",\N"
"448,39,18,11,7,14,""122503"",""122120"",\N"
"449,39,19,8,23,15,""122295"",\N,\N"
"450,39,24,5,18,16,""122508"",\N,\N"
"451,39,23,7,11,17,""122666"",\N,\N"
"452,39,25,3,17,18,""122769"",\N,\N"
"453,39,17,9,15,19,""123398"",\N,\N"
"454,39,16,12,20,20,""123811"",\N,\N"
"455,39,27,12,21,21,""123990"",\N,\N"
456,39,26,5,19,22,\N,\N,\N
"457,40,4,1,1,1,""116059"",""115431"",""115726"""
"458,40,1,1,2,2,""115685"",""115479"",""115905"""
"459,40,13,6,5,3,""116786"",""116034"",""115967"""
"460,40,21,4,3,4,""117596"",""116054"",""116285"""
"461,40,3,3,16,5,""116870"",""116100"",""116439"""
"462,40,17,9,15,6,""117816"",""116420"",""116784"""
"463,40,2,2,9,7,""117385"",""115733"",""116832"""
"464,40,9,2,10,8,""117584"",""115576"",""116955"""
"465,40,22,11,8,9,""117244"",""116454"",""117498"""
"466,40,18,11,7,10,""117297"",""116457"",""117939"""
"467,40,25,3,17,11,""117874"",""116662"",\N"
"468,40,24,5,18,12,""116720"",""116703"",\N"
"469,40,14,9,14,13,""117204"",""116319"",\N"
"470,40,15,7,12,14,""117686"",""116988"",\N"
"471,40,5,4,4,15,""117836"",""117125"",\N"
"472,40,8,6,6,16,""116251"",\N,\N"
"473,40,19,8,23,17,""118250"",\N,\N"
"474,40,26,5,19,18,""118390"",\N,\N"
"475,40,16,12,20,19,""118418"",\N,\N"
"476,40,23,7,11,20,""118539"",\N,\N"
"477,40,11,8,22,21,""118554"",\N,\N"
478,40,27,12,21,22,\N,\N,\N
"479,41,1,1,2,1,""116576"",""115486"",""115707"""
"480,41,4,1,1,2,""116562"",""115522"",""116163"""
"481,41,2,2,9,3,""117006"",""115960"",""116266"""
"482,41,8,6,6,4,""116468"",""116592"",""116411"""
"483,41,13,6,5,5,""116756"",""116138"",""116570"""
"484,41,17,9,15,6,""117315"",""116257"",""116913"""
"485,41,3,3,16,7,""117016"",""116190"",""116919"""
"486,41,9,2,10,8,""117267"",""116368"",""116993"""
"487,41,21,4,3,9,""116805"",""116288"",""117229"""
"488,41,15,7,12,10,""117324"",""116600"",""117747"""
"489,41,11,8,22,11,""117490"",""116743"",\N"
"490,41,24,5,18,12,""117541"",""116760"",\N"
"491,41,22,11,8,13,""117011"",""117116"",\N"
"492,41,14,9,14,14,""117436"",""117304"",\N"
"493,41,18,11,7,15,""117522"",""117541"",\N"
"494,41,26,5,19,16,""117433"",""117571"",\N"
"495,41,19,8,23,17,""117542"",\N,\N"
"496,41,23,7,11,18,""117634"",\N,\N"
"497,41,25,3,17,19,""118089"",\N,\N"
"498,41,16,12,20,20,""118536"",\N,\N"
"499,41,27,12,21,21,""119196"",\N,\N"
"500,41,5,4,4,22,""117806"",\N,\N"
"501,42,1,1,2,1,""112563"",""112065"",""112331"""
"502,42,4,1,1,2,""112416"",""111926"",""112500"""
"503,42,13,6,5,3,""112731"",""112180"",""112703"""
"504,42,8,6,6,4,""112732"",""112111"",""112839"""
"505,42,2,2,9,5,""112543"",""112188"",""112847"""
"506,42,5,4,4,6,""112998"",""112599"",""113308"""
"507,42,20,2,10,7,""112711"",""112644"",""113513"""
"508,42,15,7,12,8,""113186"",""112828"",""113789"""
